0.1	1734 875 768 748 748
0.2	1120 791 791 791 791
0.3	809 794	794	794	794
0.4	726	710	710	711	711
0.5	741	629	629	629	629
0.6	742	629	629	628	629
0.7	726	710	711	711	711
0.8	809	794	793	794	793
0.9	1120 791 791 791 792
1.0	1734 876 769 750 749



