# 07-Snailshell-u-histogram.dat

0.1 4435	2218	1774	1479	1109
0.2 3237	1619	1296	1080	849
0.3 2054	1028	851	796	793
0.4 1312	714	710	711	711
0.5 881	629	629	629	629
0.6 657	628	628	629	628
0.7 710	711	711	710	711
0.8 794	794	794	794	794
0.9 791	791	792	792	792
1.0 750	751	750	750	750

