
0.1 7322	3661	2929	2441	1831
0.2 12603	6302	5042	4202	3151
0.3 18245	9123	7298	6081	4562
0.4 12604	6302	5042	4202	3151
0.5 7322	3662	2930	2442	1832
0.6 7323	3662	2930	2442	1832
0.7 12603	6302	5041	4201	3151
0.8 18244	9122	7298	6082	4561
0.9 12604	6303	5043	4202	3152
1.0 7324	3663	2930	2443	1833



