# File: teardrop-u-histogram.dat 
# u     FC10   FC20 FC25 FC30 FC40
#

0.1     3463	1763	1431	1214	952
0.2		4332	2167	1733	1444	1112
0.3		2983	1554	1287	1117	927
0.4		3220	1611	1293	1098	877
0.5 	3832	1920	1545	1299	998
0.6 	3829	1919	1544	1298	997
0.7 	3222	1612	1294	1098	878
0.8		2981	1553	1286	1117	926
0.9		4323	2162	1730	1441	1110
1.0		3471	1768	1434	1217	955

