# 09-Ribbon-10L-u-histogram.dat

0.1 749	749	749	749	749
0.2 791	792	792	792	792
0.3 795	794	794	794	794
0.4 711	711	711	711	712
0.5 629	629	629	630	629
0.6 629	630	630	629	629
0.7 711	711	711	711	711
0.8 794	794	794	795	795
0.9 792	792	792	791	792
1.0 750	750	750	751	750




