# 05-Circle-u-histogram.dat

0.1 4964	2482	1985	1654	1241
0.2 4964	2482	1986	1655	1241
0.3 4964	2482	1986	1655	1241
0.4 4964	2482	1986	1655	1241
0.5 4964	2482	1986	1655	1242
0.6 4964	2483	1985	1655	1241
0.7 4964	2482	1986	1655	1241
0.8 4964	2482	1986	1655	1241
0.9 4964	2482	1986	1654	1242
1.0 4965	2483	1987	1656	1242


