# 10-Ribbon-100L-u-histogram.dat

0.1 815	748	748	748	749
0.2 791	792	792	792	791
0.3 794	794	794	794	794
0.4 711	711	711	711	711
0.5 629	628	629	629	629
0.6 628	629	628	629	629
0.7 711	711	712	711	711
0.8 794	794	794	794	794
0.9 791	791	791	791	792
1.0 816	750	750	750	750


