# 06-AstEpi-u-histogram.dat

0.1 8110	4055	3244	2704	2028
0.2 4901	2478	2009	1702	1334
0.3 7391	3696	2957	2464	1848
0.4 7234	3617	2894	2412	1809
0.5 9182	4592	3673	3061	2297
0.6 7216	3608	2887	2406	1804
0.7 9831	4916	3933	3278	2458
0.8 7525	3763	3010	2508	1882
0.9 8801	4401	3521	2935	2201
1.0 6084	3043	2435	2029	1523


